0.000000000000000000e+00,-1.788767373584012759e-12,-2.075859305491720600e-13,5.356875437411207131e-11,-4.238088422623754667e-03,-1.611343235254465306e-15,8.995279195804214752e-16,1.532118240716653449e-05,-1.700033859383957844e-06,-7.991954886247290384e-09,7.417473814641227743e-10
0.000000000000000000e+00,-1.788767373584012759e-12,-1.878158419254413659e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-1.874692960683865055e-15,7.363482516293245980e-16,1.386202217791257963e-05,-1.619079866079959811e-06,-9.274873960092249359e-09,7.436063974577671656e-10
0.000000000000000000e+00,-1.703587974841916875e-12,-2.075859305491720600e-13,6.543994647917846858e-11,-5.993345278714022964e-03,-1.785421867317966982e-15,7.345073810002512286e-16,1.455512328680820725e-05,-1.789509325667324135e-06,-7.991954886247290384e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.391060704695322456e-12,-2.075859305491720600e-13,6.543994647917846858e-11,-4.461145708025005506e-03,-1.785421867317966982e-15,7.731656642107908032e-16,1.532118240716653449e-05,-1.789509325667324135e-06,-8.391552630559654655e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.699329004904812091e-12,-2.075859305491720600e-13,5.920757062401860581e-11,-5.993345278714022964e-03,-1.968427608718058387e-15,7.363482516293245980e-16,1.386202217791257963e-05,-1.619079866079959811e-06,-9.274873960092249359e-09,7.436063974577671656e-10
0.000000000000000000e+00,-1.703587974841916875e-12,-2.075859305491720600e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-1.696150773952068712e-15,7.731656642107908032e-16,1.608724152752486172e-05,-1.789509325667324135e-06,-7.991954886247290384e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.391060704695322456e-12,-1.972066340217134279e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-2.175630514898906804e-15,9.017823755192195690e-16,1.782519836844859970e-05,-1.619079866079959811e-06,-9.274873960092249359e-09,7.046600123909166201e-10
0.000000000000000000e+00,-1.703587974841916875e-12,-1.784250498291693040e-13,6.543994647917846858e-11,-4.036274688213099641e-03,-2.072029061808482596e-15,9.492446058097047576e-16,1.782519836844859970e-05,-1.700033859383957844e-06,-9.738617658096862489e-09,7.417473814641227743e-10
0.000000000000000000e+00,-1.703587974841916875e-12,-1.972066340217134279e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-1.785421867317966982e-15,7.731656642107908032e-16,1.455512328680820725e-05,-1.789509325667324135e-06,-7.991954886247290384e-09,8.198260531971882425e-10
0.000000000000000000e+00,-1.788767373584012759e-12,-2.421180120124474039e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-1.696150773952068712e-15,7.731656642107908032e-16,1.532118240716653449e-05,-1.878984791950690427e-06,-7.991954886247290384e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.324819718757449919e-12,-2.421180120124474039e-13,6.216794915521953934e-11,-4.248710198119052574e-03,-1.696150773952068712e-15,8.138585939060955875e-16,1.693393845002617005e-05,-1.789509325667324135e-06,-8.833213295325952007e-09,8.198260531971882425e-10
0.000000000000000000e+00,-1.703587974841916875e-12,-2.070669657227990981e-13,6.232375855159853720e-11,-5.993345278714022964e-03,-1.785421867317966982e-15,7.731656642107908032e-16,1.532118240716653449e-05,-1.700033859383957844e-06,-7.991954886247290384e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.324819718757449919e-12,-2.542239126130697817e-13,6.543994647917846858e-11,-5.993345278714022964e-03,-1.785421867317966982e-15,7.345073810002512286e-16,1.532118240716653449e-05,-1.700033859383957844e-06,-7.991954886247290384e-09,7.807867173306555084e-10
0.000000000000000000e+00,-1.618408576099820991e-12,-1.784250498291693040e-13,6.216794915521953934e-11,-5.693678014778321556e-03,-2.072029061808482596e-15,9.492446058097047576e-16,1.612756042859634888e-05,-1.619079866079959811e-06,-9.274873960092249359e-09,7.788347505373289286e-10
0.000000000000000000e+00,-1.324819718757449919e-12,-2.300121114118250261e-13,5.935596052533193465e-11,-4.036274688213099641e-03,-1.780958312649671724e-15,7.751034227677100928e-16,1.316892106901695031e-05,-1.700033859383957844e-06,-1.025117648220722454e-08,7.436063974577671656e-10
